Local Body Code,Local Body Name,Ward Code, Ward Number,Ward Name,
248547,Narnaund,16881,10,Narnaund (MC) - Ward No.10,
248507,Pehowa,64854,13,Pehowa (MC) - Ward No.13,
248576,Gurugram,64210,7,Gurgaon (M Cl ) - Ward No.7,
289253,ISMAILABAD,1302332,11,Ward No. 11,
248556,Kalanaur,16945,11,Kalanaur (MC) - Ward No.11,
248531,Narwana,16667,9,Narwana (MC) - Ward No.9,
248537,Tohana,16746,12,Tohana (MC) - Ward No.12,
248510,Cheeka,24954,1,Cheeka (MC) - Ward No.1,
248585,Faridabad,18013,11,Faridabad (M Corp.) - Ward No.11,
248540,Kalanwali,16778,7,Kalanwali (MC) - Ward No.7,
248509,Ladwa,64862,6,Ladwa (MC) - Ward No.6,
248548,Hansi,64090,5,Hansi (M Cl) - Ward No.5,
248544,Uklanamandi,16856,11,Uklanamandi (MC) - Ward No.11,
248576,Gurugram,64235,32,Silokhra (OG) - Ward No.32,
248555,Meham,16934,13,Maham(MC) - Ward No.13,
248586,Palwal,18037,10,Palwal (M Cl ) - Ward No.10,
248544,Uklanamandi,16851,6,Uklanamandi (MC) - Ward No.6,
248576,Gurugram,64231,28,Gurgaon (M Cl ) - Ward No.28,
248573,Pataudi,17898,12,Pataudi (MC) - Ward No.12,
248554,Charkhi Dadri,64152,2,Charkhi Dadri (MC) - Ward No.2,
248587,Hathin,65021,8,Hathin (MC) - Ward No.8,
274458,Radaur,1302271,6,Radaur (MC) - Ward No. 6,
253298,Sampla,1302128,10,Sampla (MC) Ward No - 10,
248571,Bawal,17886,11,Bawal (MC) - Ward No.11,
248534,Julana,16708,2,Julana (MC) - Ward No.2,
274458,Radaur,1302270,5,Radaur (MC) - Ward No. 5,
248539,Mandi Dabwali,16756,3,Mandi Dabwali (MC) - Ward No.3,
248573,Pataudi,17893,7,Pataudi (MC) - Ward No.7,
248529,Sonipat,16617,7,Sonipat (M Cl) - Ward No.7,
248517,Karnal,63946,2,Karnal (M Cl ) - Ward No.2,
248521,Panipat,63995,19,Panipat (M Cl ) - Ward No.19,
248542,Rania,16829,14,Rania (MC) - Ward No.14,
248533,Jind,16677,2,Jind (M Cl ) - Ward No.2,
248517,Karnal,63953,9,Karnal (M Cl ) - Ward No.9,
248546,Hisar,64064,13,Hisar (M Cl ) - Ward No.13,
248512,Kalayat,25278,8,Kalayat (MC) - Ward No.8,
248563,Kanina,1302242,13,Kanina (MC) - Ward No. 13,
248513,Pundri,25295,12,Pundri (MC) - Ward No.12,
248508,Thanesar,24950,22,Thanesar (M Cl ) - Ward No.22,
248574,Farrukhnagar,1302236,13,Farrukhnagar (MC) - Ward No.13,
248556,Kalanaur,16942,8,Kalanaur (MC) - Ward No.8,
248489,Panchkula,24637,17,Panchkula Urban Estate (EO) - Ward No.17,
248574,Farrukhnagar,17906,7,Farrukhnagar (MC) - Ward No.7,
248563,Kanina,17037,1,Kanina (MC) - Ward No.1,
248557,Rohtak,16963,16,Rohtak (M Cl ) - Ward No.16,
248531,Narwana,1302055,19,Narwana (MC) - Ward No.19,
248514,Nilokheri,64872,3,Nilokheri (MC) - Ward No.3,
248581,Nuh,17974,10,Nuh (MC) - Ward No.10,
